id,rectimestamp,sendtimestamp,Delay millisecond,longitude,latitude,altitude,speed,Key star Number,msgCnt,TotalRcvMsgCount,TotalLostMsgCount,AID,Source_Layer2-ID,Dest MAC ID,Priority,Power(dBm),RSSI(dBm),SINR(dB),CBR(%),MCS,RSRP(dBm),EARFCN,Band,TB Size(bit),Modulation,Type,Label,attack_type,SPAT
2943,1.70E+12,1.70E+12,-230.6915126,116.492694,39.729684,23.7,8.757293415,46,58.0457258,3cd73c56de0d4cca,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2944,1.70E+12,1.70E+12,-224.8134801,116.492694,39.729684,23.7,8.757262379,45,58.03257078,895a52b4a9434f88,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2945,1.70E+12,1.70E+12,-242.9221628,116.492694,39.729684,23.7,8.756784442,45,58.07348905,675bceced8bb419b,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2946,1.70E+12,1.70E+12,-241.0469974,116.492694,39.729684,23.7,8.756616717,47,58.04125741,12aa3cd31dde4d02,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2947,1.70E+12,1.70E+12,-225.3434195,116.492694,39.729684,23.7,8.756412286,47,58.01912952,c8cf465d8ae74e85,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2948,1.70E+12,1.70E+12,-249.9548583,116.492694,39.729684,23.7,8.756020145,47,58.01396479,f8d88ff9f0ed4f7e,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2949,1.70E+12,1.70E+12,-244.9100862,116.492694,39.729684,23.7,8.755602917,46,57.98112207,b3aa72c137de466b,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2950,1.70E+12,1.70E+12,-226.2369053,116.492694,39.729684,23.7,8.756241367,47,57.9540398,5e60596a0a5e40f6,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2951,1.70E+12,1.70E+12,-235.4021712,116.492694,39.729684,23.7,8.756209932,46,57.94106855,f26f4ccf94044731,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2952,1.70E+12,1.70E+12,-222.2806845,116.492694,39.729684,23.7,8.756595487,47,57.95024873,527fa0d3a8b54485,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2953,1.70E+12,1.70E+12,-240.2108961,116.492694,39.729684,23.7,8.757279413,47,57.91715877,928a41deba1448fa,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2954,1.70E+12,1.70E+12,-247.8197678,116.492694,39.729684,23.7,8.756492137,45,57.92967944,e468ac8329d64426,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2955,1.70E+12,1.70E+12,-239.1181266,116.492694,39.729684,23.7,8.756342557,46,57.97018142,3f8517e24dfa44a4,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2956,1.70E+12,1.70E+12,-224.6562652,116.492694,39.729684,23.7,8.756759047,45,58.01329826,e448a847dfac4707,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2957,1.70E+12,1.70E+12,-235.5261139,116.492694,39.729684,23.7,8.756462547,47,58.03971584,f733dffcf979467d,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2958,1.70E+12,1.70E+12,-233.8961822,116.492694,39.729684,23.7,8.755701296,47,58.07266872,0c81e55579b8471d,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2959,1.70E+12,1.70E+12,-225.7782025,116.492694,39.729684,23.7,8.7565825,46,58.05370504,29171072ab9044a4,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2960,1.70E+12,1.70E+12,-229.3613429,116.492694,39.729684,23.7,8.756010912,45,58.03968457,becd9524b0b54cf7,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2961,1.70E+12,1.70E+12,-247.4398237,116.492694,39.729684,23.7,8.755810394,47,57.99020705,fc06a8c0cfd441e5,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2962,1.70E+12,1.70E+12,-239.8651103,116.492694,39.729684,23.7,8.755455157,45,57.96836785,e0abe2144e5448d8,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2963,1.70E+12,1.70E+12,-235.3059271,116.492694,39.729684,23.7,8.755987502,46,57.94529343,3016eb75874d4e7d,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2964,1.70E+12,1.70E+12,-238.124668,116.492694,39.729684,23.7,8.756348887,46,57.97703548,bb609b108c164fc7,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2965,1.70E+12,1.70E+12,-242.3153433,116.492694,39.729684,23.7,8.755580201,46,57.97808092,84de1ddafb65401b,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2966,1.70E+12,1.70E+12,-222.397297,116.492694,39.729684,23.7,8.756112883,47,57.96037869,f6563f45bcc64617,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2967,1.70E+12,1.70E+12,-249.3620419,116.492694,39.729684,23.7,8.755347106,45,57.9125235,68ce229416de490f,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2968,1.70E+12,1.70E+12,-230.0178578,116.492694,39.729684,23.7,8.755874565,45,57.93007649,11c4339968f14582,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2969,1.70E+12,1.70E+12,-221.0311679,116.492694,39.729684,23.7,8.756451553,45,57.94182882,ae10a56807be4141,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2970,1.70E+12,1.70E+12,-222.827444,116.492694,39.729684,23.7,8.756248885,46,57.94833002,115f74f219a54d19,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2971,1.70E+12,1.70E+12,-233.0216743,116.492694,39.729684,23.7,8.755639512,46,57.97412768,3a5141afe91f4f3c,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2972,1.70E+12,1.70E+12,-246.265574,116.492694,39.729684,23.7,8.75543226,45,58.0055338,1e872531caa74008,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2973,1.70E+12,1.70E+12,-232.3363019,116.492694,39.729684,23.7,8.756334334,46,58.01603667,f9f576099e7e42ba,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2974,1.70E+12,1.70E+12,-227.6959443,116.492694,39.729684,23.7,8.755534647,46,58.04880921,697d2b9a403e415f,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2975,1.70E+12,1.70E+12,-223.6275042,116.492694,39.729684,23.7,8.75570381,46,58.01739621,a0940fc02f824668,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2976,1.70E+12,1.70E+12,-242.3555848,116.492694,39.729684,23.7,8.75589166,45,58.03175282,b3f89d2dd48740fe,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2977,1.70E+12,1.70E+12,-234.4010853,116.492694,39.729684,23.7,8.755547444,46,58.03442649,a614c67616674cce,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2978,1.70E+12,1.70E+12,-231.5377491,116.492694,39.729684,23.7,8.755976851,45,57.98571183,efda21b33d0e4e3c,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2979,1.70E+12,1.70E+12,-226.1406645,116.492694,39.729684,23.7,8.755798913,46,57.98895954,8bfe670f43d14885,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2980,1.70E+12,1.70E+12,-225.668578,116.492694,39.729684,23.7,8.75507169,45,57.93934625,775e52c698d8461d,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2981,1.70E+12,1.70E+12,-236.5676272,116.492694,39.729684,23.7,8.754622821,45,57.94415048,82710eeaab8047fe,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2982,1.70E+12,1.70E+12,-228.8574787,116.492694,39.729684,23.7,8.755314968,47,57.897536,5e9f08998f01473a,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2983,1.70E+12,1.70E+12,-238.8641523,116.492694,39.729684,23.7,8.755754271,45,57.9121563,50f5f19519834a39,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2984,1.70E+12,1.70E+12,-237.0670947,116.492694,39.729684,23.7,8.756345102,45,57.86523544,0032d5a2a97d4498,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2985,1.70E+12,1.70E+12,-248.9913277,116.492694,39.729684,23.7,8.755529194,45,57.91455418,825a36d0d36b45b5,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2986,1.70E+12,1.70E+12,-249.60129,116.492694,39.729684,23.7,8.756334579,46,57.94998727,f885e502ede94101,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2987,1.70E+12,1.70E+12,-247.3237292,116.492694,39.729684,23.7,8.755942451,46,57.94845416,5ef9b7b17db148c6,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2988,1.70E+12,1.70E+12,-247.1538144,116.492694,39.729684,23.7,8.754949081,46,57.95563763,d66d7907bc734fab,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2989,1.70E+12,1.70E+12,-240.4171303,116.492694,39.729684,23.7,8.754678932,45,57.99373461,a158eb77c1014683,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2990,1.70E+12,1.70E+12,-237.0013511,116.492694,39.729684,23.7,8.753746962,46,58.01254776,055b421447684f13,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2991,1.70E+12,1.70E+12,-239.2132564,116.492694,39.729684,23.7,8.753051709,47,57.99190038,f9f0ae0bc2c24f1b,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2992,1.70E+12,1.70E+12,-230.0297102,116.492694,39.729684,23.7,8.753982541,46,57.99959027,1d7faf289fef4af3,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2993,1.70E+12,1.70E+12,-241.1932767,116.492694,39.729684,23.7,8.753055863,46,57.99661246,51262f7848234a93,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2994,1.70E+12,1.70E+12,-220.3099087,116.492694,39.729684,23.7,8.75383461,47,58.01907811,81941daedd84421e,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2995,1.70E+12,1.70E+12,-240.5725404,116.492694,39.729684,23.7,8.754495769,47,57.99854214,7fa71f47db344486,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2996,1.70E+12,1.70E+12,-228.7619697,116.492694,39.729684,23.7,8.755303934,45,58.02977197,87913ef2927f4ecf,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2997,1.70E+12,1.70E+12,-222.7722966,116.492694,39.729684,23.7,8.75547296,46,57.98548445,12c0ab8706b7402a,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2998,1.70E+12,1.70E+12,-231.1973277,116.492694,39.729684,23.7,8.754875264,47,57.94116282,c1e8faf556eb467d,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
2999,1.70E+12,1.70E+12,-221.2906573,116.492694,39.729684,23.7,8.755331109,46,57.90415917,102aec055fee40f3,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3000,1.70E+12,1.70E+12,-249.9309478,116.492694,39.729684,23.7,8.755845245,47,57.86557819,0ea4bd6da3c64008,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3001,1.70E+12,1.70E+12,-237.3936346,116.492694,39.729684,23.7,8.755133662,47,57.87748415,9f103d0c203c403e,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3002,1.70E+12,1.70E+12,-239.5168391,116.492694,39.729684,23.7,8.755269177,45,57.89142174,ff82dc902648436c,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3003,1.70E+12,1.70E+12,-221.0943079,116.492694,39.729684,23.7,8.754643224,46,57.90508745,bf62c36617b440b7,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3004,1.70E+12,1.70E+12,-244.5309852,116.492694,39.729684,23.7,8.753939567,46,57.92535166,71e5acf49f224cb6,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3005,1.70E+12,1.70E+12,-221.8954233,116.492694,39.729684,23.7,8.753297961,46,57.87918548,8d89356ff20f4d64,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3006,1.70E+12,1.70E+12,-243.5767256,116.492694,39.729684,23.7,8.753921517,47,57.91205207,e4344af8b24d47b0,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3007,1.70E+12,1.70E+12,-235.941368,116.492694,39.729684,23.7,8.753208946,45,57.90755082,4bdbccada4404f79,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3008,1.70E+12,1.70E+12,-246.3078079,116.492694,39.729684,23.7,8.753776265,45,57.94259996,587c0ae9b10846c4,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3009,1.70E+12,1.70E+12,-232.6549971,116.492694,39.729684,23.7,8.753883941,47,57.9308635,535afe9733a04e15,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3010,1.70E+12,1.70E+12,-244.9634292,116.492694,39.729684,23.7,8.754399801,47,57.9008196,84b4b7daa5f948b9,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3011,1.70E+12,1.70E+12,-223.2458173,116.492694,39.729684,23.7,8.755271452,47,57.89830582,c75d42336aff41df,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3012,1.70E+12,1.70E+12,-222.5886688,116.492694,39.729684,23.7,8.754542712,45,57.90503353,396f8af1131c4217,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3013,1.70E+12,1.70E+12,-231.2773348,116.492694,39.729684,23.7,8.754156411,47,57.93548359,04025ba12bd54057,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3014,1.70E+12,1.70E+12,-227.3566018,116.492694,39.729684,23.7,8.754819729,45,57.90916203,e913a34ef2794d45,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3015,1.70E+12,1.70E+12,-239.1123281,116.492694,39.729684,23.7,8.753860231,45,57.92674129,25d76360ade44d08,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3016,1.70E+12,1.70E+12,-233.8877247,116.492694,39.729684,23.7,8.754415633,45,57.91169792,8aa8f3098df241c3,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3017,1.70E+12,1.70E+12,-230.1556265,116.492694,39.729684,23.7,8.75464547,47,57.8641161,0d567f06e3604906,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3018,1.70E+12,1.70E+12,-228.8741167,116.492694,39.729684,23.7,8.754325595,45,57.8900387,7f217d35b47345a7,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3019,1.70E+12,1.70E+12,-233.4688893,116.492694,39.729684,23.7,8.754853162,47,57.88480059,40f37407e3fc4435,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3020,1.70E+12,1.70E+12,-248.7747439,116.492694,39.729684,23.7,8.754374077,45,57.89527358,db7edbfc2af2404d,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3021,1.70E+12,1.70E+12,-233.3971345,116.492694,39.729684,23.7,8.754421971,45,57.89952715,2698685064e94c35,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3022,1.70E+12,1.70E+12,-246.5344826,116.492694,39.729684,23.7,8.755229083,45,57.89943999,82e0ef2f70824580,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3023,1.70E+12,1.70E+12,-242.7123658,116.492694,39.729684,23.7,8.75533834,46,57.9199971,21346f8aa7934a48,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3024,1.70E+12,1.70E+12,-222.6106858,116.492694,39.729684,23.7,8.755611717,47,57.96690919,50f65c7466e0473b,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3025,1.70E+12,1.70E+12,-225.2301864,116.492694,39.729684,23.7,8.756597611,45,57.93160929,e8dcf6d175b44762,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3026,1.70E+12,1.70E+12,-222.286962,116.492694,39.729684,23.7,8.757053115,47,57.89012098,08822f145ee84582,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3027,1.70E+12,1.70E+12,-243.6975297,116.492694,39.729684,23.7,8.756103505,45,57.93052163,688735387dd344f5,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3028,1.70E+12,1.70E+12,-236.7676838,116.492694,39.729684,23.7,8.756368146,46,57.94691749,ba04a8850ffc43d9,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3029,1.70E+12,1.70E+12,-229.8890164,116.492694,39.729684,23.7,8.756989311,45,57.93139024,4d2ccd784fde4eba,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3030,1.70E+12,1.70E+12,-230.0044286,116.492694,39.729684,23.7,8.757608876,46,57.89442079,7a32d16d77874507,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3031,1.70E+12,1.70E+12,-232.1435987,116.492694,39.729684,23.7,8.757073056,45,57.94020244,146d5991ac8b465b,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3032,1.70E+12,1.70E+12,-235.1514304,116.492694,39.729684,23.7,8.756436745,46,57.95296062,894eb22ed9e14631,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3033,1.70E+12,1.70E+12,-248.2622499,116.492694,39.729684,23.7,8.755744642,46,57.98981712,4befffb4ebd44ed7,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3034,1.70E+12,1.70E+12,-229.3571685,116.492694,39.729684,23.7,8.755661787,45,58.00397147,3790f90e1220400b,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3035,1.70E+12,1.70E+12,-233.4572483,116.492694,39.729684,23.7,8.754670368,46,57.96870525,f101f07c251244be,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3036,1.70E+12,1.70E+12,-239.8770411,116.492694,39.729684,23.7,8.75492039,45,58.01711974,c8c4f8ff399c48b6,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3037,1.70E+12,1.70E+12,-223.1317778,116.492694,39.729684,23.7,8.755435011,46,58.00739933,581ec6e6183d41a0,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3038,1.70E+12,1.70E+12,-229.8527512,116.492694,39.729684,23.7,8.75454466,45,58.01953333,429c02730b7d4de8,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3039,1.70E+12,1.70E+12,-226.0531464,116.492694,39.729684,23.7,8.755387678,46,57.99498433,4d38f536d2d4474c,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3040,1.70E+12,1.70E+12,-235.9923084,116.492694,39.729684,23.7,8.755206397,46,57.98977048,3175ecf0e5a34bd8,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3041,1.70E+12,1.70E+12,-245.4466184,116.492694,39.729684,23.7,8.755606512,47,57.97180448,1b9db507a4d74db0,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3042,1.70E+12,1.70E+12,-237.4373042,116.492694,39.729684,23.7,8.756121519,45,57.93927936,77cdb325da2f4f11,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3043,1.70E+12,1.70E+12,-238.8098147,116.492694,39.729684,23.7,8.757048461,46,57.89825746,2e117b46d4a54470,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3044,1.70E+12,1.70E+12,-227.669593,116.492694,39.729684,23.7,8.757194394,47,57.88655927,52fbcf10bbd146fa,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3045,1.70E+12,1.70E+12,-244.0112987,116.492694,39.729684,23.7,8.756751531,45,57.84437697,47f2424f48544402,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3046,1.70E+12,1.70E+12,-237.1877231,116.492694,39.729684,23.7,8.757641792,46,57.85351925,16ebdc90188e4d4c,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3047,1.70E+12,1.70E+12,-227.1626619,116.492694,39.729684,23.7,8.757522281,46,57.86130931,f97b0766ac3f4074,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3048,1.70E+12,1.70E+12,-226.152836,116.492694,39.729684,23.7,8.757195252,46,57.8890474,387a9490a07b4d9b,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3049,1.70E+12,1.70E+12,-247.8403795,116.492694,39.729684,23.7,8.756329726,46,57.85064879,4a2bbca869a54398,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3050,1.70E+12,1.70E+12,-246.0767233,116.492694,39.729684,23.7,8.755539111,45,57.81625775,9110312f6e7b4204,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3051,1.70E+12,1.70E+12,-231.1076261,116.492694,39.729684,23.7,8.756444358,45,57.7905464,7f1f782d1f294ce7,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3052,1.70E+12,1.70E+12,-223.4986895,116.492694,39.729684,23.7,8.756993163,45,57.82401986,d9997338fa274317,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3053,1.70E+12,1.70E+12,-226.5340772,116.492694,39.729684,23.7,8.757551282,46,57.8008638,8e16e4312e4a474b,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3054,1.70E+12,1.70E+12,-247.9150146,116.492694,39.729684,23.7,8.757093316,46,57.85095101,40f11e5d65d9458c,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3055,1.70E+12,1.70E+12,-227.9926129,116.492694,39.729684,23.7,8.757995634,47,57.84254291,4e449a00180c43a3,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3056,1.70E+12,1.70E+12,-240.4436811,116.492694,39.729684,23.7,8.758233434,45,57.85168298,14147b2bbcde4402,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3057,1.70E+12,1.70E+12,-221.0227683,116.492694,39.729684,23.7,8.758591063,45,57.82972524,bbea29456d7c4ccf,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
3058,1.70E+12,1.70E+12,-234.7219876,116.492694,39.729684,23.7,8.758160049,46,57.82239348,9f29753f8ad24587,9,501,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,DDoS,SPAT
